year,Base case cost,Modeled residential energy efficiency
2017,706194.768704,859646.668364
2018,764370.998021,901329.328481
2019,844000.098674,960303.480129
2020,886358.763142,990373.286736
2021,920937.373618,1014581.71974
2022,949152.029365,1033983.84652
2023,972506.274356,1049722.24981
2024,994378.836552,1064456.74728
2025,1018323.33333,1081022.11343
2026,1044405.34823,1099481.19071
2027,1068983.81915,1116906.27623
2028,1091993.16256,1133229.17246
2029,1119058.93044,1152998.82436
2030,1140717.75812,1168539.46455
2031,1168417.50014,1189148.40472
2032,1198429.64969,1211810.79668
2033,1228835.30043,1234963.43035
2034,1266103.8239,1265073.40992
2035,1291277.42387,1284254.77902
2036,1322896.36996,1308897.53674
