year,Base case cost,Modeled non-residential energy efficiency
2017,1032964.91904,1204571.29952
2018,1106037.10589,1271141.42835
2019,1208338.16748,1367092.82392
2020,1254617.21915,1407171.02986
2021,1288717.57301,1435215.87031
2022,1313074.96863,1453659.67863
2023,1330125.14556,1464934.86795
2024,1344739.58293,1473909.66895
2025,1361789.75986,1485452.38853
2026,1381275.67636,1499559.92871
2027,1398325.85329,1511357.78498
2028,1412940.29066,1520843.003
2029,1432426.20715,1535319.91618
2030,1444604.90496,1542607.00924
2031,1464090.82145,1557315.96793
