year,Base case cost,Modeled residential energy efficiency
2017,1229808.4786,1120822.93215
2018,1327391.39492,1201683.31379
2019,1450520.68445,1303709.67006
2020,1530612.6119,1372098.24125
2021,1612987.47501,1445276.62332
2022,1673377.98687,1498570.42901
2023,1743466.54844,1562444.30507
2024,1810000.91922,1623644.33928
2025,1866372.27823,1674344.03581
2026,1941833.52137,1743389.34883
2027,2016011.84921,1811621.96436
2028,2086124.76546,1876663.21324
2029,2164994.14716,1949306.75037
2030,2234233.12473,2014001.6885
2031,2329439.11232,2103101.24605
2032,2411869.99879,2179483.31896
2033,2495527.81515,2257148.58785
2034,2598049.12327,2353326.94841
2035,2675114.64218,2425724.56909
2036,2780532.86807,2524905.9088
