year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,127440.49,6130.38,91034.98,136248.7
2018,128477.19,6148.17,91034.98,140028.01
2019,129439.85,6166.31,91034.98,143807.31
2020,130476.55,6184.77,91034.98,147586.61
2021,131587.3,6203.63,91034.98,152625.68
2022,132624.01,6222.95,91034.98,156404.99
2023,133734.76,6242.82,91034.98,161444.06
2024,134919.57,6263.19,91034.98,166483.13
2025,136030.32,6284.0,91034.98,170262.43
2026,137215.12,6305.15,91034.98,175301.5
2027,138473.98,6326.66,91034.98,180340.57
2028,139658.78,6348.57,91034.98,185379.65
2029,140917.64,6371.17,91034.98,190418.72
2030,142176.49,6394.14,91034.98,195457.79
2031,143509.4,6417.55,91034.98,201756.63
2032,144842.3,6441.18,91034.98,206795.7
2033,146175.2,6465.19,91034.98,211834.77
2034,147582.16,6489.71,91034.98,218133.61
2035,148915.06,6514.66,91034.98,223172.68
2036,150396.07,6540.15,91034.98,229471.52
2037,151803.02,6566.18,91034.98,234510.59
2038,153284.03,6592.63,91034.98,240809.43
2039,154839.08,6619.42,91034.98,247108.27
2040,156320.09,6646.57,91034.98,253407.1
