year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,91034.9753396,67462.5217513
2018,91034.9753396,67462.5217513
2019,91034.9753396,67462.5217513
2020,91034.9753396,67462.5217513
2021,91034.9753396,67462.5217513
2022,91034.9753396,67462.5217513
2023,91034.9753396,67462.5217513
2024,91034.9753396,67462.5217513
2025,91034.9753396,67462.5217513
2026,91034.9753396,67462.5217513
2027,91034.9753396,67462.5217513
2028,91034.9753396,67462.5217513
2029,91034.9753396,67462.5217513
2030,91034.9753396,67462.5217513
2031,91034.9753396,67462.5217513
