year,Base case cost,Modeled water and wastewater efficiency
2017,81774.93661,54846.7804808
2018,86566.3243312,57269.6145786
2019,92896.7895186,60523.8803918
2020,96130.7938082,62124.1332554
2021,98570.0844033,63303.6010231
2022,100345.311776,64132.0145347
2023,101865.910641,64828.8804629
2024,103128.036208,65391.8299177
2025,104545.692491,66042.9389154
2026,106259.447228,66857.6484137
2027,107850.721509,67610.9821423
2028,109177.70224,68226.5925713
2029,110953.294712,69088.3752784
2030,112177.981582,69657.9022336
2031,113992.210505,70549.0682181
