year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1074286
2004,,0,0,0,0,0,1125008
2005,,0,0,0,0,0,1152402
2006,,0,0,0,0,0,1206928
2007,,0,0,0,0,0,1209476
2008,,0,0,0,0,0,1272727
2009,,0,0,0,0,0,1307910
2010,,0,0,0,0,0,1545014
2011,,0,0,0,0,0,1678844
2012,,0,0,0,0,0,1663112
2013,,0,0,0,0,0,1617223
2014,start of forecast,0,0,0,0,0,1682000
2015,,0,0,0,0,0,1695000
2016,,0,0,0,0,0,1708000
2017,,0,0,0,0,0,1721000
2018,,0,0,0,0,0,1735000
2019,,0,0,0,0,0,1748000
2020,,0,0,0,0,0,1762000
2021,,0,0,0,0,0,1777000
2022,,0,0,0,0,0,1791000
2023,,0,0,0,0,0,1806000
2024,,0,0,0,0,0,1822000
2025,,0,0,0,0,0,1837000
2026,,0,0,0,0,0,1853000
2027,,0,0,0,0,0,1870000
2028,,0,0,0,0,0,1886000
2029,,0,0,0,0,0,1903000
2030,,0,0,0,0,0,1920000
2031,,0,0,0,0,0,1938000
2032,,0,0,0,0,0,1956000
2033,,0,0,0,0,0,1974000
2034,,0,0,0,0,0,1993000
2035,,0,0,0,0,0,2011000
2036,,0,0,0,0,0,2031000
2037,,0,0,0,0,0,2050000
2038,,0,0,0,0,0,2070000
2039,,0,0,0,0,0,2091000
2040,,0,0,0,0,0,2111000
