year,Base case cost,Modeled non-residential energy efficiency
2017,955139.205372,932371.023981
2018,1009177.92702,977781.481177
2019,1081229.55588,1039219.94065
2020,1115617.8333,1067324.88922
2021,1140180.88859,1086775.05742
2022,1156556.25879,1099020.90552
2023,1169656.55494,1108416.46217
2024,1179481.77706,1114960.4794
2025,1190944.5362,1123007.04509
2026,1205682.36938,1134006.73793
2027,1218782.66553,1143603.0891
2028,1228607.88765,1150343.19476
2029,1243345.72083,1161484.79073
2030,1251533.40593,1166864.41264
2031,1266271.2391,1178095.15423
