year,Base case cost,Modeled diesel efficiency
2019,453039.46306,647394.584174
2020,484068.001113,670081.864935
2021,507926.993431,686380.763132
2022,525191.069994,696810.637162
2023,540288.436083,705394.166755
2024,553170.218527,712084.029734
2025,567246.431592,719977.414896
2026,584536.425746,730907.337336
2027,600977.063468,741177.342237
2028,614498.64012,748903.249727
2029,632720.186487,761008.882744
2030,645481.267015,768254.973344
2031,664448.499455,781245.087979
2032,683655.654723,794552.989832
2033,703102.732819,808176.342778
2034,724628.401586,823784.381636
2035,740107.866992,833988.702064
2036,762508.069277,850575.255864
2037,778749.511812,861651.466863
2038,801675.470911,878890.965855
