year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,233414.0,209691.623142
2018,237211.0,213488.623142
2019,241008.0,217285.623142
2020,244807.0,221084.623142
2021,249865.0,226142.623142
2022,253663.0,229940.623142
2023,258722.0,234999.623142
2024,263781.0,240058.623142
2025,267581.0,243858.623142
2026,272642.0,248919.623142
2027,277703.0,253980.623142
2028,282764.0,259041.623142
2029,287825.0,264102.623142
2030,292887.0,269164.623142
2031,299210.0,275487.623142
2032,304272.0,280549.623142
2033,309335.0,285612.623142
2034,315659.0,291936.623142
2035,320723.0,297000.623142
2036,327047.0,303324.623142
