year,Base case cost,Modeled diesel efficiency
2019,152184.001839,323803.393793
2020,165791.676518,336174.007138
2021,176745.817144,346132.316798
2022,187824.72138,356204.047921
2023,197795.193181,365268.113194
2024,206443.815309,373130.496947
2025,215001.802985,380910.485743
2026,223500.554087,388636.623109
2027,231595.823365,395995.958816
2028,239367.968541,403061.54534
2029,241529.231068,405026.329456
2030,243035.120666,406395.319999
2031,249362.528203,412147.508669
2032,259699.511245,421544.76598
2033,271602.438959,432365.609356
2034,283789.786289,443445.01602
2035,291411.072604,450373.458125
2036,299690.540356,457900.24699
2037,303126.976252,461024.279623
2038,309471.746126,466792.252236
