year,Base case cost,Modeled water and wastewater efficiency
2017,80227.1066394,63699.5793154
2018,84319.6184386,66538.5574392
2019,89985.6633522,70469.5841566
2020,92703.0597057,72354.4702767
2021,94534.9045774,73624.8376521
2022,95958.7787185,74611.7689057
2023,96880.1304604,75249.7350581
2024,97614.9122455,75758.4780634
2025,98554.9260299,76409.8663725
2026,99801.7338799,77274.4566051
2027,100750.292998,77931.9979028
2028,101597.646157,78519.2485709
2029,102699.369195,79284.3099926
2030,103397.165382,79768.7994299
2031,104667.65591,80650.3719979
