year,Base case cost,Modeled residential energy efficiency
2017,314120.784424,314696.011019
2018,329824.853816,330163.778614
2019,351511.425834,351524.029102
2020,349872.216417,349727.285153
2021,356715.559861,356463.730165
2022,362118.199422,361781.976227
2023,353007.23061,352614.745082
2024,355778.794829,355341.299435
2025,359243.250103,358749.492376
2026,363747.041959,363180.143199
2027,367211.497233,366588.33614
2028,356930.256291,356256.459099
2029,360590.122215,359854.436458
2030,376565.526472,375790.457081
2031,381069.318328,380221.107905
2032,371569.719988,370648.368532
2033,375895.016081,374900.523592
2034,380553.027257,379479.767503
2035,368730.792216,367612.522595
2036,373196.577185,371999.540299
