year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,51397.9653702,38034.4943739
2018,51397.9653702,38034.4943739
2019,51397.9653702,38034.4943739
2020,51397.9653702,38034.4943739
2021,51397.9653702,38034.4943739
2022,51397.9653702,38034.4943739
2023,51397.9653702,38034.4943739
2024,51397.9653702,38034.4943739
2025,51397.9653702,38034.4943739
2026,51397.9653702,38034.4943739
2027,51397.9653702,38034.4943739
2028,51397.9653702,38034.4943739
2029,51397.9653702,38034.4943739
2030,51397.9653702,38034.4943739
2031,51397.9653702,38034.4943739
