year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,6188.69,408802.0,408802.0
2004,,6188.69,391471.0,391471.0
2005,,6188.69,367030.0,367030.0
2006,,6188.69,387781.0,387781.0
2007,,6188.69,387837.0,387837.0
2008,,6188.69,372982.0,372982.0
2009,,6188.69,397124.0,397124.0
2010,,6188.69,387693.0,387693.0
2011,,6188.69,373406.0,373406.0
2012,,6188.69,369466.0,369466.0
2013,,6188.69,390087.0,390087.0
2014,,6188.69,380435.0,380435.0
2015,,6188.69,386457.0,386457.0
2016,start of forecast,6188.69,387000.0,387000.0
2017,,6188.69,387000.0,387000.0
2018,,6188.69,387000.0,387000.0
2019,,6188.69,387000.0,387000.0
2020,,6188.69,387000.0,387000.0
2021,,6188.69,387000.0,387000.0
2022,,6188.69,388000.0,388000.0
2023,,6188.69,388000.0,388000.0
2024,,6188.69,388000.0,388000.0
2025,,6188.69,388000.0,388000.0
2026,,6188.69,388000.0,388000.0
2027,,6188.69,388000.0,388000.0
2028,,6188.69,388000.0,388000.0
2029,,6188.69,388000.0,388000.0
2030,,6188.69,388000.0,388000.0
2031,,6188.69,388000.0,388000.0
2032,,6188.69,388000.0,388000.0
2033,,6188.69,388000.0,388000.0
2034,,6188.69,388000.0,388000.0
2035,,6188.69,389000.0,389000.0
2036,,6188.69,389000.0,389000.0
2037,,6188.69,389000.0,389000.0
2038,,6188.69,389000.0,389000.0
2039,,6188.69,389000.0,389000.0
2040,,6188.69,389000.0,389000.0
