year,Base case cost,Modeled non-residential energy efficiency
2017,413452.048497,428619.756862
2018,441273.142994,452752.334509
2019,479621.138112,486578.505724
2020,497667.253462,501805.181133
2021,510449.918502,512232.741977
2022,520224.897649,519930.624888
2023,526240.269433,524208.05729
2024,531503.719743,527824.566385
2025,538271.012999,532849.639156
2026,545790.227728,538592.552193
2027,552557.520984,543672.541128
2028,557820.971294,547398.913439
2029,565340.186024,553221.331102
2030,569851.714861,556308.791475
2031,577370.92959,562181.155096
