year,Base case cost,Modeled residential energy efficiency
2017,334636.301683,301887.943439
2018,350097.13976,314052.559781
2019,385093.114136,344772.758554
2020,395485.561555,352823.926749
2021,402846.878476,358356.437061
2022,408476.120828,362455.74648
2023,411940.269967,364759.578897
2024,414971.400464,366715.342793
2025,418868.568246,369408.519129
2026,423198.75467,372476.855195
2027,442251.352835,390351.60079
2028,445388.590409,392465.76422
2029,449870.358372,395723.524264
2030,452559.41915,397484.937943
2031,457041.187113,400766.471156
2032,461971.131872,404436.568197
2033,466901.076631,408117.866747
2034,471831.021391,411810.104273
2035,474968.258965,414004.650496
2036,480346.38052,418095.096315
