year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,18802.7387272,13914.0266581
2018,18802.7387272,13914.0266581
2019,18802.7387272,13914.0266581
2020,18802.7387272,13914.0266581
2021,18802.7387272,13914.0266581
2022,18802.7387272,13914.0266581
2023,18802.7387272,13914.0266581
2024,18802.7387272,13914.0266581
2025,18802.7387272,13914.0266581
2026,18802.7387272,13914.0266581
2027,18802.7387272,13914.0266581
2028,18802.7387272,13914.0266581
2029,18802.7387272,13914.0266581
2030,18802.7387272,13914.0266581
2031,18802.7387272,13914.0266581
