year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,18802.74,22033.88
2018,0.0,0.0,18802.74,22033.88
2019,0.0,0.0,18802.74,22769.51
2020,0.0,0.0,18802.74,22769.51
2021,0.0,0.0,18802.74,22769.51
2022,0.0,0.0,18802.74,22769.51
2023,0.0,0.0,18802.74,22769.51
2024,0.0,0.0,18802.74,22769.51
2025,0.0,0.0,18802.74,22769.51
2026,0.0,0.0,18802.74,22769.51
2027,0.0,0.0,18802.74,22769.51
2028,0.0,0.0,18802.74,22769.51
2029,0.0,0.0,18802.74,22033.88
2030,0.0,0.0,18802.74,21298.25
2031,0.0,0.0,18802.74,21298.25
2032,0.0,0.0,18802.74,21298.25
2033,0.0,0.0,18802.74,21298.25
2034,0.0,0.0,18802.74,22033.88
2035,0.0,0.0,18802.74,22033.88
2036,0.0,0.0,18802.74,21298.25
2037,0.0,0.0,18802.74,21298.25
2038,0.0,0.0,18802.74,20562.62
2039,0.0,0.0,18802.74,20562.62
2040,0.0,0.0,18802.74,20562.62
