year,Base case cost,Modeled non-residential energy efficiency
2017,202552.342632,190087.680023
2018,208259.784296,194734.714408
2019,216308.437086,201619.543021
2020,220050.7224,204453.733311
2021,222733.606663,206324.084146
2022,224749.978264,207569.852887
2023,226185.434089,208302.909786
2024,227381.647277,208824.629928
2025,228680.290965,209436.396609
2026,230406.204678,210476.031381
2027,231841.660504,211265.42811
2028,233089.088942,211880.066908
2029,234575.760017,212733.590825
2030,235532.730567,213110.016852
2031,237258.64428,214214.480319
