year,Base case cost,Modeled solar power (pv)
2016,748378.690992,813207.420646
2017,918411.945836,979168.603487
2018,1045482.31631,1102878.85822
2019,1219593.11529,1273004.3701
2020,1303031.41431,1353843.73701
2021,1359624.37091,1408263.13072
2022,1405109.62744,1451806.06689
2023,1433201.38953,1478242.26029
2024,1458105.61958,1501589.69535
2025,1485138.8982,1527042.81153
2026,1519592.97154,1559834.53587
2027,1549128.4863,1587804.47023
2028,1570778.73545,1608042.17918
2029,1600733.07943,1636501.31613
2030,1618435.99739,1652916.23016
2031,1656496.43199,1689434.13441
2032,1688544.92209,1720031.61016
2033,1719230.87481,1749299.7738
2034,1754612.5475,1783240.42814
2035,1773453.8218,1800894.59463
