year,Base case cost,Modeled water and wastewater efficiency
2017,43563.3292722,56996.9588306
2018,46870.6838584,58669.1243595
2019,51461.0038397,61243.6499854
2020,53542.1479287,62096.1116904
2021,54817.2825469,62403.3930488
2022,55949.592568,62628.3588916
2023,56562.0981092,62506.0395863
2024,57176.3640006,62399.3465707
2025,57696.0065269,62236.8120487
2026,58345.010628,62174.6972075
2027,58804.6346632,61992.5926117
2028,59111.6010206,61717.5634935
2029,59645.352041,61610.877175
2030,59876.0795721,61306.1197416
2031,60590.4302511,61345.9199636
