year,Base case cost,Modeled wind power
2019,1219593.11529,1621686.78199
2020,1303031.41431,1680660.34768
2021,1359624.37091,1716843.3009
2022,1405109.62744,1744078.57679
2023,1433201.38953,1756703.40468
2024,1458105.61958,1767029.34062
2025,1485138.8982,1779108.10092
2026,1519592.97154,1797596.10398
2027,1549128.4863,1812036.38464
2028,1570778.73545,1820085.97114
2029,1600733.07943,1835411.12122
2030,1618435.99739,1840597.88834
2031,1656496.43199,1863214.79048
2032,1688544.92209,1880663.58598
2033,1719230.87481,1896959.26125
2034,1754612.5475,1917525.77163
2035,1773453.8218,1924269.17706
2036,1810078.55815,1946473.50219
2037,1830337.40829,1955019.9827
2038,1870990.69112,1980999.92402
