year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,313249.201759,231804.409302
2018,313249.201759,231804.409302
2019,313249.201759,231804.409302
2020,313249.201759,231804.409302
2021,313249.201759,231804.409302
2022,313249.201759,231804.409302
2023,313249.201759,231804.409302
2024,313249.201759,231804.409302
2025,313249.201759,231804.409302
2026,313249.201759,231804.409302
2027,313249.201759,231804.409302
2028,313249.201759,231804.409302
2029,313249.201759,231804.409302
2030,313249.201759,231804.409302
2031,313249.201759,231804.409302
