year,Base case diesel consumed,Modeled non-residential ashp
2017,43228.3898427,-50746.3707789
2018,43228.3898427,-50746.3707789
2019,43228.3898427,-50746.3707789
2020,43228.3898427,-50746.3707789
2021,43228.3898427,-50746.3707789
2022,43228.3898427,-50746.3707789
2023,43228.3898427,-50746.3707789
2024,43228.3898427,-50746.3707789
2025,43228.3898427,-50746.3707789
2026,43228.3898427,-50746.3707789
2027,43228.3898427,-50746.3707789
2028,43228.3898427,-50746.3707789
2029,43228.3898427,-50746.3707789
2030,43228.3898427,-50746.3707789
2031,43228.3898427,-50746.3707789
