year,Base case diesel consumed,Modeled residential energy efficiency
2017,239797.504313,186927.291452
2018,233545.83041,180675.617548
2019,227294.156506,174423.943645
2020,221042.482603,168172.269741
2021,212290.139138,159419.926276
2022,209789.469577,156919.256715
2023,204788.130454,151917.917592
2024,203537.795673,150667.582812
2025,197286.12177,144415.908908
2026,188533.778305,135663.565443
2027,179781.43484,126911.221979
2028,172279.426156,119409.213295
2029,164777.417472,111907.20461
2030,158525.743569,105655.530707
2031,149773.400104,96903.1872423
