year,Base case cost,Modeled diesel efficiency
2019,1219593.11529,1513166.34546
2020,1303031.41431,1579540.15715
2021,1359624.37091,1621731.28038
2022,1405109.62744,1654041.45585
2023,1433201.38953,1670751.24043
2024,1458105.61958,1684770.17863
2025,1485138.8982,1700926.67661
2026,1519592.97154,1724026.67717
2027,1549128.4863,1742847.96114
2028,1570778.73545,1754689.00541
2029,1600733.07943,1774263.0008
2030,1618435.99739,1782878.80199
2031,1656496.43199,1810176.69686
2032,1688544.92209,1832180.33994
2033,1719230.87481,1853112.45341
2034,1754612.5475,1878476.62709
2035,1773453.8218,1888963.47272
2036,1810078.55815,1915772.76435
2037,1830337.40829,1927855.99124
2038,1870990.69112,1958628.06269
