year,Base case cost,Modeled residential energy efficiency
2017,1175390.37019,1244311.98257
2018,1244078.53542,1291936.10339
2019,1342555.72619,1363655.47097
2020,1369653.6429,1375217.39601
2021,1360588.62308,1353904.8929
2022,1377896.00871,1360664.47163
2023,1367408.09918,1341854.47214
2024,1376732.07487,1343493.36855
2025,1356846.00998,1315499.29257
2026,1324944.34274,1274535.50148
2027,1288429.06046,1229587.66786
2028,1253572.45317,1187454.41952
2029,1222190.44387,1147834.56275
2030,1191076.95213,1110163.2726
2031,1152531.59409,1062508.34681
