year,Base case cost,Modeled non-residential energy efficiency
2017,2271533.93822,2219887.09744
2018,2450183.80045,2368798.0484
2019,2694338.61216,2575322.60566
2020,2813438.52031,2672379.90221
2021,2896808.45602,2738282.96258
2022,2962313.4055,2788691.17445
2023,3003998.37335,2818379.44241
2024,3039728.3458,2843007.34071
2025,3081413.31365,2873013.39065
2026,3135008.27232,2913615.05713
2027,3182648.23558,2949145.31263
2028,3218378.20802,2974379.50297
2029,3266018.17128,3010198.77991
2030,3295793.14832,3030494.07324
2031,3355343.1024,3077031.27141
