year,population
2003,421.0
2004,419.0
2005,404.0
2006,411.0
2007,397.0
2008,397.0
2009,365.0
2010,373.0
2011,376.0
2012,381.0
2013,385.0
2014,389.0
2015,394.0
2016,399.0
2017,404.0
2018,409.0
2019,414.0
2020,419.0
2021,423.0
2022,428.0
2023,432.0
2024,436.0
2025,441.0
2026,447.0
2027,452.0
2028,456.0
2029,461.0
2030,469.0
2031,475.0
2032,480.0
2033,486.0
2034,491.0
2035,498.0
2036,503.0
2037,508.0
2038,513.0
2039,518.0
2040,524.0
