year,Base case diesel consumed,Modeled residential ashp
2017,13718.1642496,-72112.4057324
2018,13876.7226355,-71953.8473465
2019,14035.2810213,-71795.2889606
2020,14193.8394072,-71636.7305748
2021,14352.3977931,-71478.1721889
2022,14669.5145648,-71161.0554172
2023,14828.0729507,-71002.4970313
2024,14986.6313366,-70843.9386454
2025,15145.1897224,-70685.3802595
2026,15303.7481083,-70526.8218737
2027,15462.3064942,-70368.2634878
2028,15620.8648801,-70209.7051019
2029,15937.9816518,-69892.5883302
2030,16255.0984235,-69575.4715585
2031,16413.6568094,-69416.9131726
