year,Base case cost,Modeled non-residential energy efficiency
2017,323966.00266,350262.102512
2018,343531.796396,366855.529017
2019,370671.445772,390418.040337
2020,383294.538505,400713.295397
2021,392130.703418,407569.306186
2022,398442.249784,412141.69684
2023,402860.332241,415007.947541
2024,406647.260061,417323.714544
2025,411065.342517,420244.669866
2026,416745.734247,424348.340385
2027,421163.816704,427321.466186
2028,424950.744524,429741.60341
2029,430631.136253,433920.803462
2030,433155.7548,435233.207603
2031,438836.14653,439459.856392
