year,Base case cost,Modeled solar power (pv)
2016,115633.04721,121603.181598
2017,137286.942181,142770.64928
2018,152463.709624,157563.541086
2019,173875.992378,178506.757317
2020,183018.854704,187365.587201
2021,189283.171472,193397.333322
2022,193454.582407,197371.351106
2023,196065.914454,199812.16406
2024,198142.019436,201729.15482
2025,200688.548207,204112.990514
2026,203537.492269,206788.455229
2027,206000.816832,209096.750027
2028,207940.114896,210891.852077
2029,210968.268021,213757.884274
2030,210819.460496,213486.025351
2031,213734.007876,216245.53243
2032,216590.952343,218951.004284
2033,219390.293897,221602.365617
2034,222980.875461,225041.539533
2035,223883.321095,225823.19933
