year,Base case diesel consumed,Modeled non-residential ashp
2017,5883.53662017,-6906.76036741
2018,5883.53662017,-6906.76036741
2019,5883.53662017,-6906.76036741
2020,5883.53662017,-6906.76036741
2021,5883.53662017,-6906.76036741
2022,5883.53662017,-6906.76036741
2023,5883.53662017,-6906.76036741
2024,5883.53662017,-6906.76036741
2025,5883.53662017,-6906.76036741
2026,5883.53662017,-6906.76036741
2027,5883.53662017,-6906.76036741
2028,5883.53662017,-6906.76036741
2029,5883.53662017,-6906.76036741
2030,5883.53662017,-6906.76036741
2031,5883.53662017,-6906.76036741
