year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,29268.72,206356.61,472647.73,16667.51,117609.39,275645.61
2018,30974.45,219573.25,505025.74,17690.71,123958.55,293431.62
2019,33376.39,237906.01,548556.58,19080.66,132765.44,317390.75
2020,34389.24,246432.87,572515.04,19801.21,136861.67,330390.93
2021,35039.98,252401.68,591482.4,20346.63,139729.03,340587.76
2022,35458.87,256665.11,613729.51,20768.57,141777.14,352225.78
2023,35706.56,259649.51,626857.38,21096.12,143210.82,359144.05
2024,35891.37,262207.57,639186.46,21396.21,144439.69,365611.09
2025,36103.71,265191.98,652582.18,21748.27,145873.37,372658.96
2026,36362.24,269029.06,668031.81,22210.64,147716.67,380830.09
2027,36566.59,272013.47,681725.14,22567.48,149150.35,388021.97
2028,36736.26,274571.53,694580.01,22876.92,150379.22,394743.43
2029,37030.38,278408.62,717655.31,23312.54,152222.52,406717.47
2030,36881.38,280113.99,736002.58,23703.82,153041.77,416080.18
2031,37146.52,283951.08,752424.42,24158.84,154885.07,424721.73
