year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,156924.0,133472.054796
2018,155754.0,132302.054796
2019,154584.0,131132.054796
2020,153414.0,129962.054796
2021,153414.0,129962.054796
2022,152244.0,128792.054796
2023,151074.0,127622.054796
2024,149904.0,126452.054796
2025,148734.0,125282.054796
2026,147564.0,124112.054796
2027,146394.0,122942.054796
2028,145224.0,121772.054796
2029,144054.0,120602.054796
2030,142884.0,119432.054796
2031,141714.0,118262.054796
2032,141714.0,118262.054796
2033,140544.0,117092.054796
2034,140544.0,117092.054796
2035,139374.0,115922.054796
2036,138204.0,114752.054796
