year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,89997.189681,66597.920364
2018,89997.189681,66597.920364
2019,89997.189681,66597.920364
2020,89997.189681,66597.920364
2021,89997.189681,66597.920364
2022,89997.189681,66597.920364
2023,89997.189681,66597.920364
2024,89997.189681,66597.920364
2025,89997.189681,66597.920364
2026,89997.189681,66597.920364
2027,89997.189681,66597.920364
2028,89997.189681,66597.920364
2029,89997.189681,66597.920364
2030,89997.189681,66597.920364
2031,89997.189681,66597.920364
