year,annotation,line losses
2003,,-1.84
2004,,-1.68
2005,,-1.19
2006,,-1.48
2007,,-0.83
2008,,-2.61
2009,,-1.85
2010,,-3.46
2011,,-0.59
2012,,-0.92
2013,,-0.65
2014,,-1.37
2015,start of forecast,0.08
2016,,0.08
2017,,0.08
2018,,0.08
2019,,0.08
2020,,0.08
2021,,0.08
2022,,0.08
2023,,0.08
2024,,0.08
2025,,0.08
2026,,0.08
2027,,0.08
2028,,0.08
2029,,0.08
2030,,0.08
2031,,0.08
2032,,0.08
2033,,0.08
2034,,0.08
2035,,0.08
2036,,0.08
2037,,0.08
2038,,0.08
2039,,0.08
2040,,0.08
