year,Base case diesel consumed,Modeled non-residential ashp
2017,9142.65087582,-10732.6771548
2018,9142.65087582,-10732.6771548
2019,9142.65087582,-10732.6771548
2020,9142.65087582,-10732.6771548
2021,9142.65087582,-10732.6771548
2022,9142.65087582,-10732.6771548
2023,9142.65087582,-10732.6771548
2024,9142.65087582,-10732.6771548
2025,9142.65087582,-10732.6771548
2026,9142.65087582,-10732.6771548
2027,9142.65087582,-10732.6771548
2028,9142.65087582,-10732.6771548
2029,9142.65087582,-10732.6771548
2030,9142.65087582,-10732.6771548
2031,9142.65087582,-10732.6771548
