year,Base case diesel consumed,Modeled diesel efficiency
2019,64263.901269,58421.7284264
2020,64449.3670735,58590.3337032
2021,64542.0999758,58674.6363416
2022,64820.2986826,58927.5442569
2023,65005.7644871,59096.1495337
2024,65191.2302916,59264.7548106
2025,65283.9631939,59349.057449
2026,65469.4289984,59517.6627258
2027,65562.1619007,59601.9653643
2028,65840.3606075,59854.8732795
2029,65933.0935097,59939.175918
2030,66118.5593143,60107.7811948
2031,66211.2922165,60192.0838332
2032,66025.826412,60023.4785564
2033,66118.5593143,60107.7811948
2034,65933.0935097,59939.175918
2035,66025.826412,60023.4785564
2036,66118.5593143,60107.7811948
2037,66211.2922165,60192.0838332
2038,66674.9567279,60613.5970253
