year,Base case cost,Modeled water and wastewater efficiency
2017,70498.5680463,58635.1045297
2018,76264.5699016,62445.480149
2019,84094.8473957,67705.3953932
2020,87711.2944559,70022.116736
2021,90189.3999655,71547.3247319
2022,92117.8348007,72692.7741586
2023,93305.2240336,73324.5277758
2024,94495.7095052,73963.1092026
2025,95676.0223095,74599.1474174
2026,97289.544994,75542.754973
2027,98610.3827861,76285.9216934
2028,99680.7854364,76858.0401123
2029,101160.305198,77720.6049172
2030,102059.695341,78181.2994337
2031,103526.449491,79042.9521244
