year,Base case cost,Modeled diesel efficiency
2019,316821.033256,461609.122857
2020,333847.721441,473019.414647
2021,345300.23487,479457.630609
2022,355215.236781,484591.229764
2023,361432.050548,486453.778294
2024,367678.538845,488432.110502
2025,373424.269469,490041.934113
2026,381686.771061,494024.424468
2027,388127.998452,496433.918963
2028,394383.760039,498755.577531
2029,401532.539474,501967.947247
2030,406629.139783,503391.727223
2031,413820.576353,506795.126446
2032,419924.25598,509283.115162
2033,427787.078763,513442.062584
2034,433839.755294,516025.479027
2035,439071.74564,517931.231447
2036,447622.646558,522920.986364
2037,452223.125839,524384.693911
2038,463390.949259,531882.430324
