year,Base case cost,Modeled biomass for heat (cordwood)
2017,162141.458592,208730.456044
2018,180817.718592,222539.950816
2019,207928.418592,242585.991613
2020,220580.078592,251940.810652
2021,229616.978592,258622.824251
2022,236244.038592,263522.967557
2023,240461.258592,266641.24057
2024,244678.478592,269759.513583
2025,248895.698592,272877.786596
2026,254920.298592,277332.462329
2027,259739.978592,280896.202915
2028,263354.738592,283569.008355
2029,268776.878592,287578.216514
2030,271789.178592,289805.554381
2031,277813.778592,294260.230113
2032,,
2033,,
2034,,
2035,,
2036,,
