year,Base case diesel consumed,Modeled non-residential ashp
2017,60246.078405,42172.2548835
2018,60246.078405,42172.2548835
2019,60246.078405,42172.2548835
2020,60246.078405,42172.2548835
2021,60246.078405,42172.2548835
2022,60246.078405,42172.2548835
2023,60246.078405,42172.2548835
2024,60246.078405,42172.2548835
2025,60246.078405,42172.2548835
2026,60246.078405,42172.2548835
2027,60246.078405,42172.2548835
2028,60246.078405,42172.2548835
2029,60246.078405,42172.2548835
2030,60246.078405,42172.2548835
2031,60246.078405,42172.2548835
