year,Base case cost,Modeled water and wastewater efficiency
2017,67149.2895567,47626.2173599
2018,71247.5845385,50233.4208205
2019,77026.2657711,53934.1373694
2020,79756.7813838,55654.7914767
2021,81646.5372365,56830.1515904
2022,83011.2474748,57665.3400295
2023,83955.8833018,58228.6320587
2024,84796.0005849,58725.0345326
2025,85741.0018327,59290.809517
2026,86895.8707929,59994.1768249
2027,87945.7191468,60630.3745077
2028,88680.1925196,61062.7056353
2029,89835.4583682,61769.4768988
2030,90465.7853963,62136.0249364
2031,91621.864688,62845.2232239
