year,Base case cost,Modeled non-residential energy efficiency
2017,135121.80973,142743.867758
2018,143373.121932,150628.850474
2019,155009.587856,161907.572762
2020,160510.462657,167059.088541
2021,164318.760596,170526.215561
2022,167069.197997,172943.478237
2023,168973.346966,174522.261263
2024,170665.923828,175897.097945
2025,172570.072798,177490.953771
2026,174897.365983,179515.226309
2027,177013.08706,181335.028784
2028,178494.091814,182527.05053
2029,180821.384999,184572.133744
2030,182090.817645,185565.970718
2031,184418.11083,187624.127502
