year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,10000.0,10510.84,21157.21,15509.93
2018,10083.33,10509.42,21157.21,15509.93
2019,10083.33,10508.18,21157.21,15509.93
2020,10083.33,10507.08,21157.21,15509.93
2021,10166.67,10506.16,21157.21,15509.93
2022,10166.67,10505.54,21157.21,15509.93
2023,10166.67,10505.08,21157.21,15509.93
2024,10166.67,10504.93,21157.21,15509.93
2025,10166.67,10504.72,21157.21,16532.48
2026,10166.67,10504.41,21157.21,16532.48
2027,10166.67,10504.15,21157.21,16532.48
2028,10166.67,10503.8,21157.21,16532.48
2029,10166.67,10503.73,21157.21,16532.48
2030,10166.67,10503.78,21157.21,16532.48
2031,10166.67,10504.03,21157.21,16532.48
2032,10166.67,10504.3,21157.21,16532.48
2033,10166.67,10504.71,21157.21,16532.48
2034,10166.67,10505.11,21157.21,15509.93
2035,10166.67,10505.39,21157.21,15509.93
2036,10166.67,10506.01,21157.21,15509.93
2037,10166.67,10506.71,21157.21,15509.93
2038,10083.33,10507.59,21157.21,15509.93
2039,10083.33,10508.43,21157.21,15509.93
2040,10083.33,10509.3,21157.21,15509.93
