year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,21157.2107725,15656.3359717
2018,21157.2107725,15656.3359717
2019,21157.2107725,15656.3359717
2020,21157.2107725,15656.3359717
2021,21157.2107725,15656.3359717
2022,21157.2107725,15656.3359717
2023,21157.2107725,15656.3359717
2024,21157.2107725,15656.3359717
2025,21157.2107725,15656.3359717
2026,21157.2107725,15656.3359717
2027,21157.2107725,15656.3359717
2028,21157.2107725,15656.3359717
2029,21157.2107725,15656.3359717
2030,21157.2107725,15656.3359717
2031,21157.2107725,15656.3359717
