year,Base case cost,Modeled diesel efficiency
2019,43560.0,180247.215724
2020,46181.6666667,179334.129934
2021,48393.3333333,178125.576701
2022,49715.0,176183.381609
2023,50630.0,173945.17025
2024,51443.3333333,171686.488452
2025,52358.3333333,169590.498315
2026,53476.6666667,167747.977176
2027,54493.3333333,165880.043988
2028,55205.0,163800.279709
2029,56323.3333333,162154.120207
2030,56933.3333333,160108.249503
2031,58051.6666667,158585.447251
2032,59271.6666667,157214.58804
2033,60390.0,155809.428428
2034,61610.0,154553.454616
2035,62423.3333333,152983.215026
2036,63643.3333333,151836.80444
2037,64355.0,150281.135968
2038,65138.3333333,148842.243334
