year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,162901.46,8688.56,131734.54,117347.22
2018,164065.71,8698.92,131734.54,118428.23
2019,165248.85,8708.76,131734.54,120590.26
2020,166558.5,8718.62,131734.54,121671.27
2021,168662.13,8735.57,131734.54,124914.31
2022,169883.46,8745.21,131734.54,125995.32
2023,171476.15,8757.57,131734.54,128157.35
2024,172613.28,8766.55,131734.54,129238.36
2025,174049.87,8777.94,131734.54,131400.39
2026,176490.66,8797.52,131734.54,134643.43
2027,178138.25,8810.4,131734.54,136805.45
2028,179645.19,8822.08,131734.54,138967.48
2029,181008.21,8833.26,131734.54,140048.49
2030,182514.06,8844.95,131734.54,142210.52
2031,184235.66,8858.89,131734.54,144372.54
