year,Base case cost,Modeled non-residential energy efficiency
2017,704909.036272,826296.051103
2018,745375.173744,861147.279637
2019,802027.766206,911487.281044
2020,827926.094188,932645.130099
2021,845731.194676,946183.169921
2022,860299.004166,956720.407504
2023,868392.231661,961174.357433
2024,876485.459155,965704.422518
2025,886197.332149,971849.12648
2026,897527.850641,979606.727281
2027,907239.723634,985894.908494
2028,915332.951129,990712.008563
2029,925044.824122,997137.020315
2030,931519.406118,1000547.43648
2031,942849.92461,1008643.24741
