year,Base case cost,Modeled water and wastewater efficiency
2017,69450.9648404,79348.8935973
2018,73534.5570661,81462.3135368
2019,79216.373295,84704.0969075
2020,81885.9784207,85868.3188343
2021,83854.7749718,86562.8245705
2022,85417.6926366,86989.8055309
2023,86379.0968947,87014.5415626
2024,87298.9705823,87024.9748238
2025,88413.8289325,87186.2511661
2026,89803.3191539,87554.4860527
2027,90946.5479506,87764.410574
2028,91915.1667239,87866.4893721
2029,93041.7817062,88091.8509235
2030,93853.7206861,88111.6034507
2031,95188.1738666,88508.0880956
