year,Base case diesel consumed,Modeled non-residential ashp
2017,18179.3667822,-21340.9957483
2018,18179.3667822,-21340.9957483
2019,18179.3667822,-21340.9957483
2020,18179.3667822,-21340.9957483
2021,18179.3667822,-21340.9957483
2022,18179.3667822,-21340.9957483
2023,18179.3667822,-21340.9957483
2024,18179.3667822,-21340.9957483
2025,18179.3667822,-21340.9957483
2026,18179.3667822,-21340.9957483
2027,18179.3667822,-21340.9957483
2028,18179.3667822,-21340.9957483
2029,18179.3667822,-21340.9957483
2030,18179.3667822,-21340.9957483
2031,18179.3667822,-21340.9957483
