year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,112485.56,10047.94,66212.19,73432.94
2018,112485.56,10044.36,66212.19,72314.66
2019,112485.56,10042.76,66212.19,71196.37
2020,112485.56,10041.12,66212.19,71196.37
2021,112485.56,10041.78,66212.19,71196.37
2022,112485.56,10042.46,66212.19,71196.37
2023,112485.56,10043.61,66212.19,72314.66
2024,112485.56,10044.94,66212.19,72314.66
2025,112485.56,10046.28,66212.19,72314.66
2026,112485.56,10045.04,66212.19,72314.66
2027,112485.56,10043.81,66212.19,72314.66
2028,112485.56,10043.3,66212.19,72314.66
2029,112485.56,10041.47,66212.19,71196.37
2030,112557.81,10040.6,66212.19,71196.37
2031,112557.81,10040.76,66212.19,71196.37
2032,112557.81,,,71196.37
2033,112557.81,,,70078.09
2034,112557.81,,,70078.09
2035,112557.81,,,70078.09
2036,112557.81,,,70078.09
