year,Base case cost,Modeled non-residential energy efficiency
2017,788106.714619,751021.206784
2018,826758.69214,785020.066159
2019,881619.563458,833766.575452
2020,906556.323149,855359.874339
2021,924012.054932,870183.275667
2022,936480.434777,880501.078141
2023,946455.138653,888577.594065
2024,953936.16656,894412.270502
2025,962664.032452,901401.885232
2026,973885.574313,910678.350183
2027,982613.440204,917711.393391
2028,990094.468112,923632.951212
2029,1000069.17199,931839.850292
2030,1006303.36191,936669.414782
2031,1017524.90377,946048.251085
