year,Base case cost,Modeled water and wastewater efficiency
2017,110722.445842,99869.7871728
2018,116146.440257,103106.888132
2019,123905.055078,107975.653662
2020,127411.45522,109908.345311
2021,129903.161718,111150.484798
2022,131687.734941,111913.794518
2023,133128.803442,112450.350624
2024,134220.359439,112755.570826
2025,135489.372661,113194.425312
2026,137055.761938,113848.323263
2027,138267.857631,114266.707079
2028,139318.574646,114583.490295
2029,140692.942902,115133.51103
2030,141558.000207,115340.419214
2031,143154.491952,116064.20425
