year,Base case cost,Modeled diesel efficiency
2019,383575.771202,583002.532413
2020,406072.883882,597963.110394
2021,421820.862758,606916.815531
2022,433069.419099,611905.823402
2023,442068.264171,614972.380296
2024,448817.397975,616113.609441
2025,456691.387413,618394.489634
2026,466815.088119,622834.873427
2027,474689.077557,625341.697505
2028,481438.211362,626934.941502
2029,490437.056434,630679.838499
2030,496379.946178,631750.560031
2031,506510.149161,636729.458965
2032,516640.352145,641807.50738
2033,526770.555128,646982.381397
2034,538026.33622,653275.064558
2035,544779.804876,655567.07651
2036,554910.007859,661019.022836
2037,561663.476514,663489.273098
2038,572919.257607,670138.53311
