year,Base case cost,Modeled residential energy efficiency
2017,752233.338061,735681.006357
2018,778718.500949,756408.580708
2019,819188.757447,789360.820412
2020,842184.432071,808186.220127
2021,858281.404309,820974.416493
2022,869779.241621,829748.042002
2023,890587.434472,848139.670294
2024,897579.242817,853021.823367
2025,905736.352554,858961.224711
2026,916224.065071,866984.391362
2027,924381.174807,872981.752823
2028,931372.983153,877979.858733
2029,928418.211914,872782.533705
2030,934167.13057,876729.810072
2031,944515.184151,884749.9437
2032,954863.237732,892795.511589
2033,952437.543839,888092.170134
2034,963780.204555,897043.358696
2035,970585.800985,902033.492796
2036,980794.19563,910035.315683
