year,Base case diesel consumed,Modeled diesel efficiency
2019,112485.563402,102259.603093
2020,112485.563402,102259.603093
2021,112485.563402,102259.603093
2022,112485.563402,102259.603093
2023,112485.563402,102259.603093
2024,112485.563402,102259.603093
2025,112485.563402,102259.603093
2026,112485.563402,102259.603093
2027,112485.563402,102259.603093
2028,112485.563402,102259.603093
2029,112485.563402,102259.603093
2030,112557.810925,102325.282659
2031,112557.810925,102325.282659
2032,112557.810925,102325.282659
2033,112557.810925,102325.282659
2034,112557.810925,102325.282659
2035,112557.810925,102325.282659
2036,112557.810925,102325.282659
2037,112557.810925,102325.282659
2038,112557.810925,102325.282659
