year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,66212.1920063,53986.5220847
2018,66212.1920063,53986.5220847
2019,66212.1920063,53986.5220847
2020,66212.1920063,53986.5220847
2021,66212.1920063,53986.5220847
2022,66212.1920063,53986.5220847
2023,66212.1920063,53986.5220847
2024,66212.1920063,53986.5220847
2025,66212.1920063,53986.5220847
2026,66212.1920063,53986.5220847
2027,66212.1920063,53986.5220847
2028,66212.1920063,53986.5220847
2029,66212.1920063,53986.5220847
2030,66212.1920063,53986.5220847
2031,66212.1920063,53986.5220847
