year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,17970.21,474118.96,1026998.03,-1311.28,-75991.65,-56202.28
2018,20184.6,529503.74,1116168.62,-1079.18,-62175.71,-46515.82
2019,23062.38,603350.1,1223008.59,-761.56,-43754.45,-32921.29
2020,24539.37,640273.29,1281844.16,-602.9,-34543.82,-26138.79
2021,25564.37,664888.74,1328122.03,-497.35,-28403.4,-21654.33
2022,26386.14,685401.62,1359290.09,-408.27,-23286.38,-17786.37
2023,26872.65,697709.35,1379429.52,-354.62,-20216.17,-15470.13
2024,27239.23,707965.79,1389924.24,-309.41,-17657.66,-13487.1
2025,27770.02,722324.81,1405905.51,-246.45,-14075.75,-10731.14
2026,28391.28,738735.11,1424560.62,-174.71,-9982.14,-7596.01
2027,28895.06,751042.84,1448407.63,-121.11,-6911.93,-5279.4
2028,29399.09,763350.57,1468769.2,-67.38,-3841.72,-2939.82
2029,29665.31,777709.58,1447605.35,-4.51,-259.81,-194.74
2030,29760.74,785914.74,1428640.2,30.81,1787.0,1319.09
2031,30245.04,802325.04,1431000.31,100.91,5880.62,4298.93
2032,,,1466166.88,,,7710.41
2033,,,1510747.22,,,10845.14
2034,,,1554758.95,,,14407.54
2035,,,1580368.56,,,16421.9
2036,,,1596934.8,,,19825.01
