year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,205128.80065,151795.312481
2018,205128.80065,151795.312481
2019,205128.80065,151795.312481
2020,205128.80065,151795.312481
2021,205128.80065,151795.312481
2022,205128.80065,151795.312481
2023,205128.80065,151795.312481
2024,205128.80065,151795.312481
2025,205128.80065,151795.312481
2026,205128.80065,151795.312481
2027,205128.80065,151795.312481
2028,205128.80065,151795.312481
2029,205128.80065,151795.312481
2030,205128.80065,151795.312481
2031,205128.80065,151795.312481
