year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,361391.86,7774.86,205128.8,266691.16
2018,361391.86,7819.48,205128.8,270856.28
2019,361391.86,7840.82,205128.8,272938.84
2020,361391.86,7861.85,205128.8,275021.4
2021,361391.86,7887.02,205128.8,277798.14
2022,361391.86,7896.91,205128.8,278492.33
2023,361391.86,7900.65,205128.8,279186.51
2024,361391.86,7892.4,205128.8,278492.33
2025,361391.86,7886.25,205128.8,277798.14
2026,361391.86,7883.57,205128.8,277103.95
2027,361391.86,7891.97,205128.8,278492.33
2028,361391.86,7900.17,205128.8,279186.51
2029,361391.86,7824.53,205128.8,271550.47
2030,361391.86,7767.74,205128.8,265996.98
2031,361391.86,7732.69,205128.8,262526.05
2032,361391.86,,,264608.61
2033,361391.86,,,268773.72
2034,361391.86,,,272244.65
2035,361391.86,,,274327.21
2036,361391.86,,,272938.84
