year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,205129.0,151675.449068
2018,205129.0,151675.449068
2019,205129.0,151675.449068
2020,205129.0,151675.449068
2021,205129.0,151675.449068
2022,205129.0,151675.449068
2023,205129.0,151675.449068
2024,205129.0,151675.449068
2025,205129.0,151675.449068
2026,205129.0,151675.449068
2027,205129.0,151675.449068
2028,205129.0,151675.449068
2029,205129.0,151675.449068
2030,205129.0,151675.449068
2031,205129.0,151675.449068
2032,,
2033,,
2034,,
2035,,
2036,,
